Product Name,Short Description,Price
Necklace Februa,14K White Gold & Lab Grown Diamond,$987.00
Necklace Reebou,14K White Gold & Diamond,$552.00
Pendant Hazali,14K Yellow Gold & Moissanite & White Pearl,$400.00
Pendant Prietenie,14K Yellow Gold & Lab Grown Diamond,$622.00
Pendant Carmenta,14K White Gold & Peridot,$537.00
Pendant Brutions,14K White Gold & Diamond,$408.00
Pendant Finian,14K White Gold & Blue Topaz,"$1,298.00"
Necklace Acidalia,14K White Gold & Rose Quartz & Swarovski Crystal,$639.00
Pendant Baroque,14K White Gold & White Pearl,$398.00
Pendant Suero,14K White Gold & Ruby,$702.00
Pendant Bereft,14K White Gold & Lab Grown Diamond,$513.00
Necklace Hilla,14K Yellow Gold & Brown Diamond,$400.00
Necklace Polymnia,14K White Gold & Diamond,"$2,664.00"
Pendant Tril,14K White Gold & Diamond,$519.00
Pendant Bosworth,14K Yellow Gold & Emerald,$851.00
Necklace Suikeryl,14K Yellow Gold & Lab Grown Diamond,$994.00
Necklace Rosula,14K White Gold & Diamond,"$2,895.00"
Necklace Doty,14K White Gold & Black Diamond & White Pearl,"$1,706.00"
Pendant Cupid,14K Yellow Gold & London Blue Topaz (Lab Created),$501.00
Pendant Mabon,14K White Gold & Lab Grown Diamond,"$1,376.00"
Pendant Gina,14K White Gold & Lab Grown Diamond,$741.00
Pendant Gracie,14K Yellow Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$704.00
Pendant Tildy,14K Yellow Gold & Brown Diamond,$424.00
Pendant Mtif,14K Yellow Gold & Moissanite,$681.00
Pendant Larenda,14K Yellow Gold & Black Opal,$986.00
Pendant Keiko,14K White Gold & Diamond,"$1,244.00"
Pendant Thyrania,14K Yellow Gold & Diamond,"$14,774.00"
Pendant Phocas,14K Yellow Gold & Diamond,$609.00
Pendant Governare,14K White Gold & Brown Diamond,"$1,225.00"
Pendant Jamaar,14K Rose Gold & Diamond,"$2,208.00"
Pendant Robena,14K White Gold & Diamond,$665.00
Pendant Oarda,14K Yellow Gold & Moissanite,$710.00
Pendant Jamais,14K Rose Gold & Diamond & Rose Pearl,$581.00
Pendant Nissa,14K White Gold & Amethyst & Moissanite,"$1,273.00"
Necklace Nobel,14K Yellow Gold & Diamond,"$1,638.00"
Pendant Mareyeur,14K Rose & White Gold & Emerald,$689.00
Necklace Adrianne,14K White & Rose Gold & Moissanite,$756.00
Pendant Marlana,14K Rose Gold & Ruby,$695.00
Pendant Margalita,14K Yellow Gold & Diamond,$790.00
Pendant Yanmega,14K White Gold & Diamond,"$4,007.00"
Pendant Begue,14K White Gold & Diamond,$492.00
Pendant Barnhart,14K Yellow Gold & Diamond,"$1,139.00"
Pendant Nascosto,14K White Gold & Diamond,"$2,693.00"
Pendant Gator,14K Yellow Gold & White Pearl,$576.00
Pendant Canonisero,14K Yellow Gold & Diamond,"$1,539.00"
Pendant Latchkey,14K Yellow Gold & Black Pearl,$434.00
Pendant Fennel,14K White Gold & Lab Grown Diamond,$600.00
Necklace Bellis,14K Rose Gold & Diamond,$913.00
Necklace Tbear - Sagittarius,14K Yellow Gold & Blue Topaz,$655.00
Pendant Lilya,14K Yellow Gold & Lab Grown Diamond,"$2,617.00"
Pendant Brin,14K Yellow Gold & Diamond,$533.00
Pendant Mota,14K White Gold & Diamond,$832.00
Pendant Cannelletta,14K White Gold & Moissanite & White Pearl,$546.00
Pendant Rachelle,14K Yellow Gold & Emerald & Moissanite,$820.00
Pendant Naoise,14K White Gold & Diamond,"$1,080.00"
Pendant Marcela,14K White Gold & Diamond,$676.00
Necklace Minsuh,14K Yellow Gold & Diamond,$792.00
Pendant Petri,14K Yellow Gold & Diamond,$828.00
Necklace Mucho,14K White & Yellow Gold  & Lab Grown Diamond,$824.00
Pendant Constance,14K White Gold & Pink Sapphire,$753.00
Necklace Aoga,14K White Gold & Lab Grown Diamond,$979.00
Necklace Cabrilla,14K White Gold & Emerald,$459.00
Necklace Colby,14K Yellow Gold & Diamond,$832.00
Necklace Veenuse,14K White Gold & Lab Grown Diamond,$817.00
Pendant Peel,14K White Gold & Moissanite,$562.00
Pendant Caliper,14K Yellow Gold & Garnet,$944.00
Necklace Ylde,14K Yellow Gold & Moissanite,$716.00
Pendant Madeus,14K White Gold & Sapphire,$448.00
Pendant Gurgen,14K White Gold & Diamond,"$1,570.00"
Pendant Agene,14K Yellow Gold & Moissanite,$634.00
Pendant Airelseh,14K Yellow Gold & Moissanite & Black Pearl,$376.00
Pendant Warinosis,14K Yellow Gold & Moissanite,$360.00
Pendant Yana,14K Yellow Gold & Moissanite,$598.00
Pendant Ctac,14K Yellow Gold & Moissanite,$444.00
Pendant Afongan,14K Yellow Gold & Moissanite,$606.00
Pendant Shel,14K Yellow Gold & Moissanite,$433.00
Necklace Darmowy,14K Yellow Gold & Lab Grown Diamond,$759.00
Pendant Zorkoba,14K Yellow Gold & Moissanite,$844.00
Pendant Brightest,14K Yellow Gold & Diamond,"$1,200.00"
Pendant Joissan,14K White Gold & Ruby,$789.00
Pendant Vasistas,14K Yellow Gold & Green Diamond,$714.00
Pendant Globe,14K White Gold & Blue Diamond,$573.00
Necklace Decus,14K Yellow Gold & Lab Grown Diamond,"$1,905.00"
Pendant Lesotta,14K White Gold & Black Diamond,$377.00
Necklace Electric,14K Yellow Gold & Diamond,"$1,959.00"
Pendant Pamella,14K Yellow Gold & Lab Grown Diamond,"$1,363.00"
Pendant Defier,14K Yellow Gold & Black Onyx & Swarovski Crystal,$765.00
Necklace Velvet,14K White Gold & Diamond,"$1,225.00"
Pendant Deniaud,14K Rose Gold & Lab Grown Diamond,$680.00
Pendant Agim,14K Rose Gold & Diamond,"$19,850.00"
Paperclip Necklace Pronto,14K Yellow Gold & Moissanite,"$1,778.00"
Pendant Fenitent,14K White Gold & Moissanite,$536.00
Pendant Agama,14K White & Rose Gold & Moissanite,$550.00
Pendant Cammy,14K Rose Gold & Moissanite,$844.00
Pendant Aycha,14K White Gold & Brown Diamond,$499.00
Pendant Lawanda,14K Yellow Gold & Diamond,"$1,438.00"
Pendant Katida,14K Rose Gold & Diamond,"$2,012.00"
Pendant Garrotter,14K Yellow Gold & Black Onyx,$829.00
Pendant Elaryn,14K Yellow & White Gold & Diamond,$563.00
Necklace Tomika,14K Rose Gold & Diamond,"$1,172.00"
Pendant Bophelong,14K White Gold & Ruby,$550.00
Necklace Navika,14K White Gold & Black Diamond,"$1,015.00"
Pendant Giotto,14K White Gold & Diamond,"$2,153.00"
Pendant Lalani,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$4,033.00"
Necklace Biruta,14K White Gold & Lab Grown Diamond,$503.00
Pendant Cyrah,14K White Gold & Moissanite,$752.00
Pendant Arceau,14K White Gold & Lab Grown Diamond & Rose Pearl,$600.00
Pendant Calomely,14K Yellow Gold & Ruby,$757.00
Pendant Ungripped,14K White Gold & Diamond,"$8,793.00"
Pendant Kristie,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,172.00"
Pendant Piura,14K White Gold & Amethyst,$408.00
Pendant Nilges,14K White Gold & Lab Grown Diamond,"$1,576.00"
Necklace Chapeliere,14K Yellow Gold & Ruby & Moissanite,$847.00
Necklace Osher,14K Yellow Gold & Black Diamond,$533.00
Pendant Lexus,14K Yellow Gold & Blue Topaz,$856.00
Pendant Stout,14K Yellow Gold & Diamond,$854.00
Pendant Tempiostellato,14K Yellow Gold & Diamond,"$2,954.00"
Pendant Atento,14K White Gold & Diamond,$791.00
Necklace Weather,14K Yellow Gold & Moissanite,$615.00
Pendant Actrice,14K White Gold & Sapphire,$626.00
Pendant Lazar,14K White Gold & Diamond,"$10,868.00"
Pendant Milayette,14K White Gold & Sapphire,$985.00
Necklace Myrtice F,14K White Gold & Moissanite,$700.00
Pendant Lebina,14K Yellow Gold & Garnet & Swarovski Crystal,$684.00
Pendant Chiromancie,14K Yellow Gold & Diamond,$997.00
Pendant Quean,14K Yellow & White Gold & Diamond,"$1,430.00"
Pendant Dezirinda,14K White Gold & Sapphire & Swarovski Crystal,$679.00
Necklace Lucena,14K Yellow Gold & Diamond,"$1,419.00"
Pendant Mimosa,14K Rose Gold & Lab Grown Diamond,$928.00
Pendant Matcher,14K White Gold & Lab Grown Diamond,$849.00
Necklace Mendy,14K Yellow Gold & Orange Sapphire,$404.00
Pendant Mortez,14K Rose Gold & Lab Grown Diamond,$726.00
Pendant Kristan,14K White Gold & Diamond,$869.00
Pendant Bien,14K White Gold & Diamond,$480.00
Pendant Koralo,14K Yellow Gold & Lab Grown Diamond,"$2,264.00"
Pendant Raipur,14K Rose Gold & Diamond,$655.00
Pendant Jamar,14K Rose Gold & Diamond,"$1,255.00"
Pendant Gunna,14K White Gold & Lab Grown Diamond,"$3,320.00"
Pendant Cocotier,14K White Gold & Sapphire,$627.00
Pendant Desamorcer,14K White Gold & Diamond,$477.00
Pendant Vigorous,14K Rose Gold & Lab Grown Diamond & White Pearl,$581.00
Pendant Alfonsa,14K White Gold & Sapphire,"$1,030.00"
Pendant Trahison,14K Yellow Gold & Diamond,"$1,593.00"
Pendant Laviva,14K Yellow Gold & Sapphire,"$1,377.00"
Pendant Flede,14K White Gold & Lab Grown Diamond,"$1,627.00"
Necklace Hulda,14K White & Rose Gold & Moissanite,$642.00
Necklace Ayako,14K Yellow Gold & Moissanite,$518.00
Pendant Dani,14K White & Rose Gold & Moissanite,"$1,519.00"
Pendant Gawain,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$790.00
Pendant Alrasa,14K Yellow Gold & Moissanite,$338.00
Necklace Gevoel,14K Yellow Gold & Lab Grown Diamond,$900.00
Pendant Brebieres,14K Yellow Gold & Moissanite,$716.00
Pendant Zapino,14K Rose Gold & Moissanite,$460.00
Necklace Beltex,14K Yellow Gold & Lab Grown Diamond & White Pearl,"$1,372.00"
Pendant Illumed,14K Yellow Gold & Lab Grown Diamond,"$5,118.00"
Pendant Gabrianna,14K Rose Gold & Rose Quartz & Swarovski Crystal,$561.00
Pendant Lancian,14K White Gold & Diamond,"$42,502.00"
Necklace Elliptical Galaxy,14K Yellow Gold & Diamond,"$1,918.00"
Pendant Fruma,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$606.00
Pendant Chanel,14K White Gold & Moissanite,$601.00
Necklace Estefra,14K Yellow Gold & Moissanite,$879.00
Necklace Kilele,14K Yellow Gold & Ruby,$563.00
Pendant Unogi,14K Yellow Gold & Moissanite,$653.00
Pendant Salteras,14K White Gold & Lab Grown Diamond & White Pearl,$921.00
Pendant Anoila,14K Yellow Gold & Moissanite,$663.00
Pendant Benti,14K Yellow Gold & Moissanite,$353.00
Pendant Baklanob,14K Yellow Gold & Moissanite,$494.00
Necklace Atinae,14K Yellow Gold & Lab Grown Diamond,$476.00
Women's Choker Necklace Lumo,14K Yellow Gold & Lab Grown Diamond & White Pearl,$662.00
Necklace Daleyza,14K Yellow Gold & Lab Grown Diamond,$980.00
Necklace Dezvoltare,14K Yellow Gold & Lab Grown Diamond,$744.00
Necklace Asmarta,14K Yellow Gold & Moissanite,$601.00
Necklace Souda,14K Yellow Gold & Lab Grown Diamond,$533.00
Pendant Velopoula - W,14K Yellow Gold & Lab Grown Diamond,$581.00
Pendant Bolde,14K Yellow Gold & Moissanite,$558.00
Pendant Goudron - K,14K White & Yellow Gold  & Swarovski Crystal,$485.00
Pendant Kileytom,14K Yellow Gold & Moissanite,$397.00
Pendant Ladifys,14K Yellow Gold & Moissanite,$490.00
Pendant Vocal,14K Yellow Gold & Black Pearl,$346.00
Pendant Dubhgan,14K Yellow Gold & Moissanite & Black Pearl,$662.00
Pendant Anned,14K Yellow Gold & Moissanite,$653.00
Pendant Permelia,14K White Gold & Lab Grown Diamond,"$1,085.00"
Necklace Bitaniya,14K Yellow Gold & Diamond,$540.00
Pendant Ionan,14K Rose Gold & Diamond,$619.00
Necklace Soifdevivre,14K White Gold & Lab Grown Diamond,"$1,281.00"
Pendant Drumstick,14K White Gold & Lab Grown Diamond,$632.00
Pendant Ecouter,14K White Gold with Black Rhodium & Lab Grown Diamond,$446.00
Pendant Malfaiteur,14K White Gold & Peridot,$532.00
Pendant Ofren - Sagittarius,14K Yellow Gold & Diamond,$531.00
Necklace Deese,14K Yellow Gold & Black Sapphire,$745.00
Necklace Lumturi,14K Rose Gold & Emerald & Lab Grown Diamond & Swarovski Crystal,$580.00
Necklace Suikerell,14K White Gold & Rhodolite Garnet & White Sapphire,$876.00
Necklace Lucinka,14K White Gold & Moissanite,"$1,103.00"
Necklace Lucritia,14K White Gold & Rhodolite Garnet,"$1,154.00"
Pendant Abette,14K Rose Gold & Black Pearl,$624.00
Pendant Ainstakin,14K Yellow Gold & Swarovski Crystal,$426.00
Pendant Arintinglyor,14K Rose Gold & Moissanite,$370.00
Pendant Outargue,14K Rose Gold & Green Tourmaline,$589.00
Pendant Raissa,14K Yellow Gold & Rose Pearl,$517.00
Paperclip Necklace Jordahl,925 Silver & Diamond,"$1,860.00"
Necklace Onabella,14K White Gold & Swarovski Crystal,$515.00
Necklace Rometta,14K White Gold & Diamond,$749.00
Necklace Rosalvamo,14K Yellow Gold & Lab Grown Diamond,"$1,249.00"
Pendant Malones,14K White Gold & Lab Grown Diamond,$577.00
Pendant Guesrilla,14K Yellow Gold & Moissanite,$419.00
Pendant Asacer,14K Yellow Gold & Moissanite,$393.00
Pendant Carunicaq,14K White Gold & Diamond,$948.00
Pendant Lefties,14K Yellow Gold & Moissanite,$950.00
Pendant Libelea,14K Yellow Gold & Diamond,$904.00
Pendant Oslier,14K White Gold & Diamond,$380.00
Pendant Dronf,14K Yellow Gold & Moissanite,$517.00
Pendant Oxame,14K Yellow Gold & Diamond,$703.00
Pendant Sittan,14K Yellow Gold & Moissanite,$749.00
Pendant Canoussen,14K Rose Gold & Sapphire,$525.00
Pendant Clavus,14K White Gold & Diamond,"$2,050.00"
Pendant Lapsus,14K Yellow Gold & Emerald,$712.00
Pendant Sobremesa,14K White Gold & Lab Grown Diamond,$666.00
Necklace Bistear,14K White Gold & Moissanite,$989.00
Pendant Benessit,14K White Gold & Diamond,$713.00
Pendant Heli,14K White Gold & Diamond,"$1,613.00"
Pendant Chann,14K Yellow Gold & Moissanite,$583.00
Pendant Dubaku,14K Yellow Gold & Lab Grown Diamond,$717.00
Pendant Safira,14K Yellow & White Gold & Diamond,$799.00
Pendant Gaspar,14K Rose Gold & Diamond,$801.00
Necklace Edgars,14K Rose Gold & Pink Sapphire,"$1,116.00"
Pendant Benally,14K Rose Gold & Lab Grown Diamond,"$1,068.00"
Necklace Kiah,14K Yellow Gold & Emerald,$948.00
Pendant Setsuko,14K Yellow Gold & Diamond,$896.00
Pendant Cloutier,14K Yellow Gold & Lab Grown Diamond,"$1,064.00"
Necklace Jolly,14K Yellow Gold & Lab Grown Diamond,$604.00
Pendant Flakes,14K White Gold & Black Sapphire,"$1,154.00"
Pendant Nydia,14K White Gold & Diamond,$447.00
Pendant Rufino,14K White & Rose Gold & Amethyst & Moissanite,$591.00
Pendant Talor,14K Rose Gold & Moissanite,$531.00
Necklace Boulden,14K Rose Gold & Lab Grown Diamond,"$4,313.00"
Pendant Joselin,14K White Gold & Diamond,"$9,650.00"
Pendant Aurary,14K Rose Gold & Moissanite,"$1,053.00"
Pendant Bothoto,14K White Gold & Sapphire,$774.00
Pendant Murraya,14K Rose Gold & Lab Grown Diamond,$649.00
Pendant Lamarche,14K Yellow Gold & Ruby,$727.00
Pendant Lovera,14K Yellow Gold & Lab Grown Diamond,$485.00
Pendant Bonnehumeur,14K White Gold & Diamond,"$1,856.00"
Pendant Caryopse,14K White Gold & Pink Sapphire & Swarovski Crystal,$602.00
Pendant Goran,14K White Gold & Diamond,"$1,527.00"
Pendant Miyuki,14K Yellow Gold & Pink Sapphire,$483.00
Pendant Caduto,14K White Gold & Moissanite,$649.00
Necklace Cecille,14K White Gold & Blue Diamond,$495.00
Pendant Copertura,14K Rose Gold & Diamond,$677.00
Necklace Debruyn,14K Yellow Gold & Moissanite,"$1,571.00"
Pendant Maher,14K White Gold & Diamond,"$1,425.00"
Pendant Mensez,14K Rose Gold & Diamond,$786.00
Pendant Makuch,14K White Gold & Amethyst,"$1,139.00"
Pendant Porco,14K Yellow Gold & Emerald,$609.00
Pendant Puryear,14K Yellow Gold & Diamond,$921.00
Pendant Cobayen,14K Yellow Gold & Emerald,$435.00
Necklace Defiant,14K White Gold & Diamond,"$2,438.00"
Pendant Fenaison,14K Rose Gold & Diamond,$457.00
Pendant Fessura,14K White Gold & Diamond,$937.00
Necklace Tremendous,14K Rose Gold & Diamond,"$1,134.00"
Pendant Serviceberry,14K White Gold & Smoky Quartz,$507.00
Pendant Expedient,14K Yellow Gold & Moissanite,$466.00
Pendant Ilesha,14K Yellow Gold & Moissanite,$708.00
Pendant Fraicheur,14K Yellow Gold & Black Onyx,$550.00
Pendant Grigio,14K White Gold & Blue Diamond,$521.00
Necklace Sany,14K White Gold & Diamond,"$9,219.00"
Pendant Alen,14K Rose Gold & Diamond,$528.00
Necklace Enno,14K White Gold & Rhodolite Garnet,$613.00
Pendant Scent,14K White Gold & Diamond,$461.00
Pendant Hilory,14K White Gold & Diamond,"$2,172.00"
Pendant Imperiale,14K White Gold & Swarovski Crystal,$544.00
Pendant Boycho,14K White Gold & Moissanite,$765.00
Pendant Aournu,14K Yellow Gold & Pink Sapphire,$393.00
Pendant Broderik,14K White Gold & Diamond,"$1,344.00"
Necklace Cornole,14K White Gold & Moissanite,$451.00
Pendant Csalash,14K Rose Gold & Brown Diamond & White Pearl,$474.00
Pendant Bocage,14K Yellow Gold & Diamond,$531.00
Pendant Baldly,14K White Gold & Lab Grown Diamond,$783.00
Necklace Yvone,14K White Gold & Swarovski Crystal,$623.00
Necklace Leilani,14K White Gold & Moissanite,$697.00
Pendant Pirna,14K White Gold & Yellow Sapphire,$670.00
Necklace Shrub,14K Yellow Gold & Moissanite,$711.00
Pendant Walnut,14K White Gold & Moissanite,$679.00
Pendant Chita,14K Rose Gold & Black Diamond,$760.00
Pendant Leoma,14K White Gold & Diamond,$910.00
Pendant Aibot,14K White Gold & White Pearl,$459.00
Pendant Paulin,14K Yellow & White Gold & Ruby,$520.00
Pendant Adelika,14K White Gold & Blue Topaz,$496.00
Pendant Juna,14K White Gold & Sapphire,$737.00
Pendant Thei,14K White Gold & Lab Grown Diamond,$762.00
Pendant Adopter,14K Yellow Gold & Swarovski Crystal,$940.00
Pendant Bassiste,14K White Gold & Diamond,$981.00
Pendant Ogive,14K White Gold & Diamond,"$3,019.00"
Pendant Behne,14K Yellow Gold & Black Diamond & Black Pearl,$728.00
Pendant Auge,14K White Gold & Diamond,"$1,329.00"
Pendant Tempy,14K White Gold & Moissanite,$489.00
Pendant Santiapt,14K Rose Gold & Black Diamond,$583.00
Pendant Unary,14K Yellow Gold & Green Diamond,$720.00
Pendant Storrs,14K Rose Gold & Pink Sapphire,$552.00
Pendant Valeso,14K White Gold & Moissanite & Swarovski Crystal,$583.00
Necklace Venant,14K White Gold & Blue Diamond & White Pearl,$482.00
Pendant Vicomte,14K White & Rose Gold & Sapphire,$706.00
Women's Choker Necklace Leafde,14K Yellow Gold & Lab Grown Diamond,"$2,761.00"
Pendant Bettye B,14K White Gold & Moissanite,$703.00
Necklace Nampikkai Mother,14K Yellow Gold & Lab Grown Diamond,$755.00
Pendant Borna,14K White Gold & Diamond,$977.00
Necklace Gabriela,14K White Gold & Lab Grown Diamond,$927.00
Pendant Janey A,14K White Gold & Diamond,$825.00
Pendant Nlemah,14K Yellow Gold & Moissanite,$401.00
Pendant Merlinda,14K White Gold & Diamond,"$1,540.00"
Pendant Lien,14K White Gold & Sapphire,$426.00
Pendant Kacie,14K White Gold & Lab Grown Diamond,"$1,400.00"
Pendant Lessiveuse,14K White Gold & Moissanite,$526.00
Pendant Chloe,14K Yellow Gold & Diamond,"$1,104.00"
Pendant Leonila,14K White Gold & Black Diamond,"$1,070.00"
Pendant Kamoore Ø6 mm,14K White Gold & Emerald & White Pearl,$381.00
Pendant Lovren,14K White Gold & Diamond,"$1,210.00"
Necklace Paula,14K Rose Gold & Diamond,"$1,823.00"
Pendant Embosk,14K White Gold & Emerald,$701.00
Pendant Stora,14K White Gold & Diamond,$459.00
Pendant Delmare Ø4 mm,14K White Gold & Diamond & White Pearl,$452.00
Pendant Victiva,14K Rose Gold & Aquamarine (Lab Created) & Swarovski Crystal,$797.00
Necklace Ferocactus,14K White Gold & Diamond,"$2,852.00"
Pendant Ehrmann,14K White Gold & Diamond,$449.00
Pendant Spendere,14K Rose Gold & Ruby,$479.00
Pendant Bellbe,14K Yellow Gold & White Pearl,$502.00
Pendant Aurang,14K White Gold & Diamond,"$2,707.00"
Pendant Radiance Ø10 mm,14K Rose Gold & Emerald & Black Pearl,$819.00
Pendant Delaine,14K Yellow Gold & Blue Topaz,$590.00
Pendant Giorno,14K White Gold & Diamond,$821.00
Necklace Montiara,14K White Gold & Diamond,"$5,881.00"
Pendant Irma,14K White Gold & Ruby,$564.00
Pendant Lowanna Ø4 mm,14K White Gold & Diamond & White Pearl,$542.00
Necklace Deepak,14K Rose Gold & Diamond,"$1,101.00"
Pendant Febina,14K Rose Gold & Diamond,$708.00
Pendant Angelena,14K Yellow Gold & Emerald,$799.00
Pendant Lemuela Ø6 mm,14K White Gold & Lab Grown Diamond & Black Pearl,$589.00
Pendant Volna,14K Yellow Gold & Moissanite,"$1,119.00"
Pendant Jenisper,14K White Gold & Moissanite,$407.00
Pendant Betofu,14K White Gold & Lab Grown Diamond,"$1,003.00"
Necklace Nika,14K White Gold & Sapphire,$418.00
Pendant Kristlyn,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$2,604.00"
Pendant Austere Ø4 mm,14K White Gold & White Pearl,$357.00
Pendant Polila,14K Yellow Gold & Diamond,"$23,149.00"
Pendant Panistok,14K Rose Gold & Emerald,$424.00
Pendant Leanna,14K White Gold & Blue Topaz & Diamond,$689.00
Pendant Perdika,14K Yellow & White Gold & Aquamarine,$925.00
Pendant Akeila,14K Rose Gold & Diamond,$446.00
Necklace Ceitene,14K Yellow Gold & Emerald,$492.00
Pendant Huldia,14K Yellow Gold & Ruby & Moissanite,$892.00
Pendant Sangue,14K Yellow Gold & Sapphire,$568.00
Pendant Felicie,14K White Gold & Ruby,$583.00
Pendant Lowanna Ø6 mm,14K White Gold & Diamond & White Pearl,$696.00
Pendant Lyla,14K White Gold & Sapphire (Lab Created),$614.00
Pendant Nobles,14K Rose Gold & Aquamarine,$544.00
Pendant Ventura,14K White Gold & Diamond,$772.00
Necklace Tonje,14K Yellow Gold & Blue Diamond & Swarovski Crystal,"$1,866.00"
Pendant Sharlene,14K White Gold & Diamond,"$141,273.00"
Pendant Dougal,14K Yellow Gold & Lab Grown Diamond & White Pearl,$632.00
Pendant Coding,14K White Gold & Moissanite,$336.00
Necklace Bao,14K Yellow Gold & Moissanite,$822.00
Necklace Chantay,14K White Gold & Moissanite,$637.00
Pendant Purpo,14K White Gold & Lab Grown Diamond,$698.00
Pendant Jacy,14K White Gold & Blue Topaz & White Sapphire,$614.00
Pendant Corvines,14K White Gold & Diamond,$580.00
Pendant Ergnyons,14K Rose Gold & Emerald & Moissanite & White Pearl,$933.00
Pendant Aurkena,14K White Gold & Lab Grown Diamond,"$1,604.00"
Necklace Thalassophile,14K Yellow Gold & Lab Grown Diamond,$653.00
Pendant Allissa,14K White Gold & Ruby,$669.00
Pendant Chica Ø8 mm,14K White Gold & Diamond & White Pearl,$458.00
Pendant Milessa,14K White Gold & Diamond,"$8,655.00"
Pendant Sumatra,14K White & Rose Gold & Diamond,$667.00
Pendant Aniela,14K White & Rose Gold & Diamond,"$1,002.00"
Pendant Udonis,14K White Gold & Diamond,"$1,144.00"
Necklace Ashantis,14K Yellow Gold & Moissanite,$754.00
Pendant Samosir,14K Yellow Gold & Tanzanite & Diamond,$774.00
Necklace Defoe,14K White & Rose Gold & Diamond,"$1,937.00"
Necklace Temoura,14K Yellow Gold & Diamond,$674.00
Pendant Aella,14K White Gold & Diamond,"$1,617.00"
Pendant Chara,14K Yellow Gold & Emerald & Moissanite,"$1,270.00"
Pendant Chinois,14K Yellow Gold & Emerald,$499.00
Pendant Bindo,14K Rose Gold & Diamond,"$1,829.00"
Pendant Kator,14K White Gold & Diamond,"$1,405.00"
Pendant Ahtez,14K Rose Gold & Diamond,$800.00
Necklace Janita,14K White Gold & Diamond,"$1,801.00"
Pendant Deshelia,14K Rose & White Gold & Diamond,$749.00
Necklace Zed,14K Yellow Gold & Black Diamond,$639.00
Pendant Hateruma,14K White Gold & Diamond,"$2,082.00"
Pendant Neville,14K White Gold & Black Diamond,$562.00
Pendant Attrahenti,14K White Gold & Diamond,$946.00
Pendant Deft,14K White Gold & Diamond,$388.00
Pendant Glase,14K Yellow Gold & Ruby,$545.00
Pendant Chica,14K Yellow Gold & Diamond & White Pearl,$434.00
Pendant Niketa,14K White Gold & Sapphire,$512.00
Pendant Roselee,14K White Gold & Sapphire,$799.00
Pendant Lowanna,14K White Gold & Diamond & White Pearl,$843.00
Pendant Cotone,14K White Gold & Diamond,"$1,888.00"
Necklace Levetta Ø6 mm,14K Yellow Gold & Sapphire & White Pearl,$457.00
Necklace Mais,14K White Gold & Diamond,"$1,379.00"
Pendant Solenad,14K Yellow Gold & Diamond,$440.00
Pendant Ashleigh,14K White Gold & Diamond,$734.00
Pendant Mayonna,14K White Gold & Ruby,"$2,673.00"
Pendant Fayeline,14K Rose Gold & Green Tourmaline,$592.00
Necklace Karley,14K Rose Gold & Diamond,$618.00
Pendant Mirela,14K White & Rose Gold & Diamond,$546.00
Pendant Tarassaco,14K Yellow Gold & Diamond,"$102,965.00"
Pendant Elvira Ø8 mm,14K White Gold & Diamond & Black Pearl,$625.00
Pendant Ashlyes,14K White Gold & Diamond,"$5,213.00"
Necklace Remedios,14K Yellow Gold & Ruby & Lab Grown Diamond,"$1,452.00"
Pendant Hypate,14K White Gold & Diamond,"$38,391.00"
Necklace Veneto,14K Yellow Gold & Ruby & Lab Grown Diamond,$659.00
Necklace Metaphore,14K Yellow Gold & Moissanite,$401.00
Pendant Dynadin,14K Yellow Gold & Moissanite,$548.00
Pendant Urhfy,14K Yellow Gold & Moissanite,$885.00
Pendant Ervena,14K Yellow Gold & Lab Grown Diamond,$800.00
Pendant Isotta,14K White Gold & Lab Grown Diamond,"$1,936.00"
Pendant Minh,14K White Gold & Green Tourmaline,$775.00
Pendant Sensoxas - Aries,14K White Gold & Moissanite,$614.00
Necklace Revisha,14K White Gold & Sapphire,$519.00
Pendant Lezirg,14K Yellow Gold & Diamond,$547.00
Pendant Palaceris,14K Yellow Gold & Black Diamond,$543.00
Pendant Inspante,14K Yellow Gold & Sapphire,$564.00
Pendant Wayne,14K White Gold & Pink Sapphire,$486.00
Pendant Derius Ø10 mm,14K White Gold & Diamond & White Pearl,"$1,269.00"
Pendant Royce,14K Yellow Gold & Moissanite,"$1,925.00"
Pendant Chaude,14K White & Yellow Gold  & Diamond,$932.00
Necklace Pulsar,14K Rose Gold & Lab Grown Diamond,$585.00
Pendant Velvette,14K Rose Gold & Diamond,"$1,056.00"
Necklace Helen,14K White Gold & Moissanite,"$2,768.00"
Pendant Shoogy,14K White Gold & Moissanite,$610.00
Pendant Fior,14K White Gold & Black Diamond,$954.00
Pendant Burgh,14K Yellow Gold & Diamond,"$1,749.00"
Pendant Fossoyer,14K White Gold & Moissanite,$367.00
Pendant Eron,14K White Gold & Diamond,$734.00
Pendant Mael,14K White Gold & Diamond & White Pearl,$620.00
Pendant Keysha,14K Rose Gold & Moissanite,$540.00
Pendant Malcha,14K Yellow Gold & Diamond,"$1,605.00"
Pendant Bohor,14K Yellow Gold & Diamond,$678.00
